x y
807.9825560365906 713.1432890580404
392.07051063884967 1492.6516004695848
415.39618616490765 1501.3042401010248
802.2126074330778 720.4483558070397
712.6561453058431 818.8849559769716
803.8355979547995 690.0995621670746
694.7120157327893 811.2480555544589
1305.7716207937951 88.14216848307993
706.6431734709108 787.7048292953097
1187.6670747313651 397.7311676400987
1187.6348716451503 397.52198623384385
1210.0240208159776 383.079212441088
1305.8792295235257 97.27268128181315
804.1333878059485 700.6046587132431
686.6073374990488 786.1136194360921
412.73500023804706 1513.8601675865011
403.53915625123136 1499.8354703993105
704.4499214239656 797.0868056022573
1203.2379325222341 423.72009327853516
800.937734705284 698.1071827544324
1509.056548032806 890.4645692864337
790.3650229335828 712.271831577048
1505.8729181531323 898.716099317727
400.6626238335912 1520.5668598873349
1289.3117261626778 91.77996621913498
794.1500551281633 690.9682390142191
1507.8388763279147 910.0224295886749
700.3760905605446 787.0566291129621
406.4858149037713 1497.074562348827
1500.00946520818 884.1835069626692
797.288549275597 723.9879760745887
1301.7218999833312 100.53280736009047
398.8777264357688 1494.4998164866774
692.0940478463123 801.1518214983254
1203.7923722790276 404.3728718661296
1200.5148519985771 399.90869672037866
398.4819185818443 1493.8915189769566
699.214937288903 788.0643636569134
705.5324140046797 797.6281386411736
1297.422724310333 91.60120399140219
1297.0536808561455 103.73273981018095
1502.9853938527322 897.7080363620627
1489.7163176863062 886.0605209781488
1196.989843988081 400.9127943397772
1501.0938640352442 892.9033256061132
708.6021052853921 815.45640660092
1201.3483004859418 386.0634490958828
1292.5347713121132 93.51351451151103
1291.342508262809 95.08131389371269
1514.5127433227772 880.1830348763174
802.8383971653528 710.4960053316009
1305.0531246974306 94.35960975184958
1203.0843238775346 394.47760336956765
1202.5149798692605 400.7789406129255
1299.7685216261937 113.78264082800573
797.3112730576753 704.3894970178169
402.4978636542493 1500.50468259592
1519.5706942593954 890.3883965823796
381.6579546886631 1516.248196468983
1494.5741706579522 907.7737359239734
